"Term","Section","Former","Title","Credits","Instructional Method","Location","Start Date","End Date","Meeting Days","Start Time","End Time","Instructor(s)","Seats Remaining","GERS","Purpose","Prequisites","Notes","Sort","Courses ID"
"Spring 2017 - Day","ECN-111-04","ECN-11","Introduction to Economics", 4.0,"LEC","HIP 202","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Kailash Khandke",1,"HB","undergraduate day","","","1","2899"
"Spring 2017 - Day","ECN-111-04","ECN-11","Introduction to Economics", 4.0,"EXAM","HIP 202","05/01/17","05/01/17","M","08:30AM","11:00AM","",1,"HB","undergraduate day","","","2","2899"
"Spring 2017 - Day","ECN-111-08","ECN-11","Introduction to Economics", 4.0,"LEC","RLY 102","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. Taha Kasim",1,"HB","undergraduate day","","","1","2899"
"Spring 2017 - Day","ECN-111-08","ECN-11","Introduction to Economics", 4.0,"EXAM","RLY 102","04/27/17","04/27/17","R","12:00PM","02:30PM","",1,"HB","undergraduate day","","","2","2899"
"Spring 2017 - Day","ECN-224-01","","Law & Economics", 4.0,"LEC","HIP 209","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. David Roe","FULL","","undergraduate day","ECN-111","","1","4068"
"Spring 2017 - Day","ECN-224-01","","Law & Economics", 4.0,"EXAM","HIP 209","04/27/17","04/27/17","R","12:00PM","02:30PM","","FULL","","undergraduate day","ECN-111","","2","4068"
"Spring 2017 - Day","ECN-225-01","ECN-25","Statistics for Econ & Business", 4.0,"LEC","RLY 109E","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Jason C. Jones","FULL","MR","undergraduate day","","","1","2900"
"Spring 2017 - Day","ECN-225-01","ECN-25","Statistics for Econ & Business", 4.0,"EXAM","RLY 109E","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","MR","undergraduate day","","","2","2900"
"Spring 2017 - Day","ECN-225-02","ECN-25","Statistics for Econ & Business", 4.0,"LEC","HIP 106","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. David Roe","FULL","MR","undergraduate day","","","1","2900"
"Spring 2017 - Day","ECN-225-02","ECN-25","Statistics for Econ & Business", 4.0,"EXAM","HIP 106","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","MR","undergraduate day","","","2","2900"
"Spring 2017 - Day","ECN-225-03","ECN-25","Statistics for Econ & Business", 4.0,"LEC","HIP 106","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. David Roe","FULL","MR","undergraduate day","","","1","2900"
"Spring 2017 - Day","ECN-225-03","ECN-25","Statistics for Econ & Business", 4.0,"EXAM","HIP 106","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","MR","undergraduate day","","","2","2900"
"Spring 2017 - Day","ECN-237-01","","Economics of Poverty", 4.0,"LEC","RLY 109E","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Robert S. Arden","FULL","HB","undergraduate day","ECN-111","","1","4496"
"Spring 2017 - Day","ECN-237-01","","Economics of Poverty", 4.0,"EXAM","RLY 109E","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","HB","undergraduate day","ECN-111","","2","4496"
"Spring 2017 - Day","ECN-241-01","ECN-41","Money and Banking", 4.0,"LEC","RLY 102","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Bruce Brown",1,"HB","undergraduate day","ECN-111","","1","2906"
"Spring 2017 - Day","ECN-241-01","ECN-41","Money and Banking", 4.0,"EXAM","RLY 102","05/02/17","05/02/17","T","08:30AM","11:00AM","",1,"HB","undergraduate day","ECN-111","","2","2906"
"Spring 2017 - Day","ECN-243-01","ECN-A43","Economic Growth & Development", 4.0,"LEC","RLY 109E","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Nathaniel P. Cook","FULL","WC","undergraduate day","ECN-111","","1","2910"
"Spring 2017 - Day","ECN-243-01","ECN-A43","Economic Growth & Development", 4.0,"EXAM","RLY 109E","05/01/17","05/01/17","M","08:30AM","11:00AM","","FULL","WC","undergraduate day","ECN-111","","2","2910"
"Spring 2017 - Day","ECN-250-01","ECN-50","Labor Economics", 4.0,"LEC","RLY 106","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Jeffrey J. Yankow",2,"HB","undergraduate day","ECN-111","","1","2914"
"Spring 2017 - Day","ECN-250-01","ECN-50","Labor Economics", 4.0,"LAB","RLY 106","05/02/17","05/02/17","T","08:30AM","11:00AM","",2,"HB","undergraduate day","ECN-111","","2","2914"
"Spring 2017 - Day","ECN-331-01","ECN-31","Empirical Methods in Economics", 4.0,"LEC","RLY 108","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. Taha Kasim","FULL","","undergraduate day","ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340","","1","2917"
"Spring 2017 - Day","ECN-331-01","ECN-31","Empirical Methods in Economics", 4.0,"EXAM","RLY 108","04/27/17","04/27/17","R","08:30AM","11:00AM","","FULL","","undergraduate day","ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340","","2","2917"
"Spring 2017 - Day","ECN-345-01","ECN-45","Intermediate Macroeconomics", 4.0,"LEC","HIP 107","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Jason C. Jones","FULL","","undergraduate day","ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater  excluding ECN-225 and 503","","1","2918"
"Spring 2017 - Day","ECN-345-01","ECN-45","Intermediate Macroeconomics", 4.0,"EXAM","HIP 107","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","","undergraduate day","ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater  excluding ECN-225 and 503","","2","2918"
"Spring 2017 - Day","ECN-475C-01","ECN-75","Seminar in Economic Growth", 4.0,"SEM","HIP 202","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Kailash Khandke",3,"","undergraduate day","ECN-331 and ECN-345","","1","5277"
"Spring 2017 - Day","ECN-475C-01","ECN-75","Seminar in Economic Growth", 4.0,"EXAM","HIP 202","04/28/17","04/28/17","F","12:00PM","02:30PM","",3,"","undergraduate day","ECN-331 and ECN-345","","2","5277"
"Spring 2017 - Day","ECN-475E-01","ECN-75","Senior Seminar in Game Theory", 4.0,"SEM","RLY 103","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Nathaniel P. Cook","FULL","","undergraduate day","ECN-331 and ECN-345 or ECN-346","","1","5413"
"Spring 2017 - Day","ECN-475E-01","ECN-75","Senior Seminar in Game Theory", 4.0,"EXAM","RLY 103","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","","undergraduate day","ECN-331 and ECN-345 or ECN-346","","2","5413"
"Spring 2017 - Day","EDU-001-01","ED-01","Education Laboratory I", 0.0,"LAB"," ","01/09/17","05/01/17","","","","Dr. Paul Thomas",3,"","undergraduate day","","","1","2987"
"Spring 2017 - Day","EDU-001-02","ED-01","Education Laboratory I", 0.0,"LAB"," ","01/09/17","05/01/17","","","","Dr. Michael Svec","FULL","","undergraduate day","","","1","2987"
"Spring 2017 - Day","EDU-001-03","ED-01","Education Laboratory I", 0.0,"LAB"," ","01/09/17","05/01/17","","","","Dr. Kathleen M. Allen",13,"","undergraduate day","","","1","2987"
"Spring 2017 - Day","EDU-111-01","ED-11","Perspectives on American Educ", 4.0,"LEC","HIP 106","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Paul Thomas",3,"HB","undergraduate day","","instructor permission now required","1","2989"
"Spring 2017 - Day","EDU-111-01","ED-11","Perspectives on American Educ", 4.0,"EXAM","HIP 106","05/01/17","05/01/17","M","08:30AM","11:00AM","",3,"HB","undergraduate day","","instructor permission now required","2","2989"
"Spring 2017 - Day","EDU-111-02","ED-11","Perspectives on American Educ", 4.0,"LEC","HIP 107","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Michael Svec","FULL","HB","undergraduate day","","instructor permission now required","1","2989"
"Spring 2017 - Day","EDU-111-02","ED-11","Perspectives on American Educ", 4.0,"EXAM","HIP 107","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","HB","undergraduate day","","instructor permission now required","2","2989"
"Spring 2017 - Day","EDU-111-03","ED-11","Perspectives on American Educ", 4.0,"LEC","HIP 209","01/09/17","04/25/17","TR","05:45PM","07:15PM","Dr. Kathleen M. Allen",13,"HB","undergraduate day","","instructor permission now required","1","2989"
"Spring 2017 - Day","EDU-111-03","ED-11","Perspectives on American Educ", 4.0,"EXAM","HIP 209","04/27/17","04/27/17","R","06:15PM","08:45PM","",13,"HB","undergraduate day","","instructor permission now required","2","2989"
"Spring 2017 - Day","EDU-120-01","ED-20","Human Development", 4.0,"LEC","HIP 206","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Lorraine Dejong",2,"HB","undergraduate day","","instructor permission now required","1","2990"
"Spring 2017 - Day","EDU-120-01","ED-20","Human Development", 4.0,"EXAM","HIP 206","05/03/17","05/03/17","W","08:30AM","11:00AM","",2,"HB","undergraduate day","","instructor permission now required","2","2990"
"Spring 2017 - Day","EDU-120-02","ED-20","Human Development", 4.0,"LEC","HIP 206","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Judy L. Stuart","FULL","HB","undergraduate day","","instructor permission now required","1","2990"
"Spring 2017 - Day","EDU-120-02","ED-20","Human Development", 4.0,"EXAM","HIP 206","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","HB","undergraduate day","","instructor permission now required","2","2990"
"Spring 2017 - Day","EDU-120-03","ED-20","Human Development", 4.0,"LEC","HIP 106","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Lorraine Dejong",1,"HB","undergraduate day","","instructor permission now required","1","2990"
"Spring 2017 - Day","EDU-120-03","ED-20","Human Development", 4.0,"EXAM","HIP 106","04/28/17","04/28/17","F","12:00PM","02:30PM","",1,"HB","undergraduate day","","instructor permission now required","2","2990"
"Spring 2017 - Day","EDU-221-01","ED-21","Students With Exceptionalities", 4.0,"LEC","HIP 206","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Judy L. Stuart","FULL","","undergraduate day","EDU-111 and EDU-120","","1","2993"
"Spring 2017 - Day","EDU-221-01","ED-21","Students With Exceptionalities", 4.0,"EXAM","HIP 206","05/01/17","05/01/17","M","08:30AM","11:00AM","","FULL","","undergraduate day","EDU-111 and EDU-120","","2","2993"
"Spring 2017 - Day","EDU-222-01","ED-22","Nature of Lrng Disablilities", 4.0,"LEC","HIP 206","01/09/17","04/25/17","T","05:45PM","08:30PM","Patricia L. Hensley",11,"","undergraduate day","EDU-221","","1","2994"
"Spring 2017 - Day","EDU-222-01","ED-22","Nature of Lrng Disablilities", 4.0,"EXAM","HIP 206","05/02/17","05/02/17","T","06:15PM","08:45PM","",11,"","undergraduate day","EDU-221","","2","2994"
"Spring 2017 - Day","EDU-223-01","ED-23","Ntr of Emtnl & Bhvr Disorders", 4.0,"LEC","HIP 206","01/09/17","04/25/17","R","05:45PM","08:30PM","Amanda N. Walkup",11,"","undergraduate day","EDU-221","","1","2995"
"Spring 2017 - Day","EDU-223-01","ED-23","Ntr of Emtnl & Bhvr Disorders", 4.0,"EXAM","HIP 206","04/27/17","04/27/17","R","06:15PM","08:45PM","",11,"","undergraduate day","EDU-221","","2","2995"
"Spring 2017 - Day","EDU-305-01","","Arts Integration Elem Grades", 4.0,"SKL","HIP 205","01/09/17","04/25/17","MW","01:30PM","02:45PM","Dr. Jessica K. Pressley",6,"","undergraduate day","EDU-111 or EDU-120","","1","5358"
"Spring 2017 - Day","EDU-305-01","","Arts Integration Elem Grades", 4.0,"EXAM","HIP 205","05/01/17","05/01/17","M","12:00PM","02:30PM","",6,"","undergraduate day","EDU-111 or EDU-120","","2","5358"
"Spring 2017 - Day","EDU-330-01","ED-30","Literacy Fnd & Inst, Grd PK-3", 4.0,"LEC","HIP 206","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Katherine Stover Kelly",6,"","undergraduate day","EDU-111 and EDU-120","","1","2998"
"Spring 2017 - Day","EDU-330-01","ED-30","Literacy Fnd & Inst, Grd PK-3", 4.0,"EXAM","HIP 206","05/02/17","05/02/17","T","08:30AM","11:00AM","",6,"","undergraduate day","EDU-111 and EDU-120","","2","2998"
"Spring 2017 - Day","EDU-331-01","ED-31","Literacy Prcs & Inst, Grds 2-6", 4.0,"LEC","HIP 206","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Katherine Stover Kelly",9,"","undergraduate day","EDU-111 and EDU-120","","1","2999"
"Spring 2017 - Day","EDU-331-01","ED-31","Literacy Prcs & Inst, Grds 2-6", 4.0,"EXAM","HIP 206","05/02/17","05/02/17","T","12:00PM","02:30PM","",9,"","undergraduate day","EDU-111 and EDU-120","","2","2999"
"Spring 2017 - Day","EDU-332-01","ED-32","Social Studies in Grades PK-6", 4.0,"LEC","HIP 205","01/09/17","04/25/17","TR","02:30PM","03:45PM","Dr. George Lipscomb",8,"","undergraduate day","EDU-111 and EDU-120","","1","3000"
"Spring 2017 - Day","EDU-332-01","ED-32","Social Studies in Grades PK-6", 4.0,"EXAM","HIP 205","04/28/17","04/28/17","F","03:30PM","06:00PM","",8,"","undergraduate day","EDU-111 and EDU-120","","2","3000"
"Spring 2017 - Day","EDU-333-01","ED-33","Science in Grades PK-6", 4.0,"LEC","HIP 205","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. Michael Svec",6,"","undergraduate day","EDU-111 and EDU-120","","1","3001"
"Spring 2017 - Day","EDU-333-01","ED-33","Science in Grades PK-6", 4.0,"EXAM","HIP 205","04/27/17","04/27/17","R","12:00PM","02:30PM","",6,"","undergraduate day","EDU-111 and EDU-120","","2","3001"
"Spring 2017 - Day","EDU-430-01","ED-40","Assem for Instructl Planning", 3.0,"LEC","HIP 205","01/09/17","04/25/17","M","09:00AM","10:50AM","Dr. Debra S. Lee","FULL","","undergraduate day","","","1","3005"
"Spring 2017 - Day","EDU-430-01","ED-40","Assem for Instructl Planning", 3.0,"EXAM","HIP 205","04/28/17","04/28/17","F","08:30AM","11:00AM","","FULL","","undergraduate day","","","2","3005"
"Spring 2017 - Day","EDU-431-01","ED-41","Dvrs Cltr: Tchng, Lrng, Mgmt", 3.0,"LEC","HIP 205","01/09/17","04/25/17","M","11:30AM","01:20PM","Mr. Harvey E. Choplin","FULL","","undergraduate day","","","1","3006"
"Spring 2017 - Day","EDU-431-01","ED-41","Dvrs Cltr: Tchng, Lrng, Mgmt", 3.0,"EXAM","HIP 205","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","","undergraduate day","","","2","3006"
"Spring 2017 - Day","EDU-432-01","ED-42","Integrating Curriculum & Tech", 3.0,"LEC","HIP 205","01/09/17","05/01/17","W","09:00AM","10:50AM","Dr. George Lipscomb","FULL","","undergraduate day","","","1","3007"
"Spring 2017 - Day","EDU-433-01","","Fndtions Literacy Instruction", 3.0,"","","","","","","","Dr. Paul Thomas",23,"","undergraduate day","","",1
"Spring 2017 - Day","EDU-434-01","","Cntnt Lit Stratg & Mod Div Lrn", 3.0,"LEC","HIP 205","01/09/17","04/25/17","W","11:30AM","01:20PM","Dr. Barbara A. Siefert","FULL","","undergraduate day","","","1","5710"
"Spring 2017 - Day","EDU-434-01","","Cntnt Lit Stratg & Mod Div Lrn", 3.0,"EXAM","HIP 205","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","","undergraduate day","","","2","5710"
"Spring 2017 - Day","EDU-434-02","","Cntnt Lit Stratg & Mod Div Lrn", 3.0,"LEC","HIP 106","01/09/17","04/25/17","M","05:45PM","08:30PM","Ms. Melissa S. Wells",16,"","undergraduate day","","","1","5710"
"Spring 2017 - Day","EDU-434-02","","Cntnt Lit Stratg & Mod Div Lrn", 3.0,"EXAM","HIP 106","05/02/17","05/02/17","M","06:30PM","09:00PM","",16,"","undergraduate day","","","2","5710"
"Spring 2017 - Day","EDU-452-01","ED-52","Teaching English Grades 9-12", 4.0,"LEC"," ","01/09/17","04/25/17","","","","Dr. Paul Thomas",11,"","undergraduate day","EDU-221","","1","3009"
"Spring 2017 - Day","EDU-453-01","ED-53","Tching Soc Studies Grds 9-12", 4.0,"LEC"," ","01/09/17","04/25/17","","","","Dr. George Lipscomb",12,"","undergraduate day","EDU-221","","1","3010"
"Spring 2017 - Day","EDU-454-01","ED-54","Teaching Science in Grds 9-12", 4.0,"LEC"," ","01/09/17","04/25/17","","","","Dr. Michael Svec",12,"","undergraduate day","EDU-221","","1","3011"
"Spring 2017 - Day","EDU-455-01","ED-55","Teaching Math in Grades 9-12", 4.0,"LEC"," ","01/09/17","04/25/17","","","","Dr. Michael Svec",12,"","undergraduate day","EDU-221 and MTH-160 or MTH-360 ","","1","3012"
"Spring 2017 - Day","EDU-460-01","","Crtcl Issues in Secondary Ed", 2.0,"LEC","HIP 101A","01/09/17","04/25/17","","","","Team Taught",15,"","undergraduate day","","","1"
"Spring 2017 - Day","EDU-460-01","","Crtcl Issues in Secondary Ed", 2.0,"EXAM","HIP 101A","05/01/17","05/01/17","","","","Mr. Harvey E. Choplin",15,"","undergraduate day","","","2"
"Spring 2017 - Day","EDU-460-01","","Crtcl Issues in Secondary Ed", 2.0,"","","","","","","","Dr. George Lipscomb",15,"","undergraduate day","","",1
"Spring 2017 - Day","EDU-464-01","","Science Education Literature", 4.0,"LEC"," ","01/09/17","04/25/17","","","","Dr. Michael Svec",15,"","undergraduate day","","","1","4523"
"Spring 2017 - Day","EDU-465-01","ED-43","Informal Science Education", 4.0,"IDI"," ","01/09/17","04/25/17","","","","Dr. Michael Svec",18,"","undergraduate day","EDU-464","","1","4969"
"Spring 2017 - Day","EDU-470-01","ED-43","Practicum in Teaching", 4.0,"IDI","HIP 205","01/09/17","04/25/17","TF","09:00AM","10:50AM","Ms. Wendy P. Thrailkill",13,"","undergraduate day","","","1","3013"
"Spring 2017 - Day","EDU-470-01","ED-43","Practicum in Teaching", 4.0,"EXAM","HIP 205","04/27/17","04/27/17","R","08:30AM","11:00AM","",13,"","undergraduate day","","","2","3013"
"Spring 2017 - Day","EDU-470-02","ED-43","Practicum in Teaching", 4.0,"IDI","HIP 205","01/09/17","04/25/17","TF","09:00AM","10:50AM","Ms. Dawn T. Mitchell",13,"","undergraduate day","","","1","3013"
"Spring 2017 - Day","EDU-470-02","ED-43","Practicum in Teaching", 4.0,"EXAM","HIP 205","04/27/17","04/27/17","R","08:30AM","11:00AM","",13,"","undergraduate day","","","2","3013"
"Spring 2017 - Day","EDU-470-03","ED-43","Practicum in Teaching", 4.0,"IDI","HIP 205","01/09/17","04/25/17","TF","09:00AM","10:50AM","Ms. Laura H. Vaughn",14,"","undergraduate day","","","1","3013"
"Spring 2017 - Day","EDU-470-03","ED-43","Practicum in Teaching", 4.0,"EXAM","HIP 205","04/27/17","04/27/17","R","08:30AM","11:00AM","",14,"","undergraduate day","","","2","3013"
"Spring 2017 - Day","EDU-470-04","ED-43","Practicum in Teaching", 4.0,"IDI","HIP 205","01/09/17","04/25/17","TF","09:00AM","10:50AM","Ms. Suzanne Philipsen",13,"","undergraduate day","","","1","3013"
"Spring 2017 - Day","EDU-470-04","ED-43","Practicum in Teaching", 4.0,"EXAM","HIP 205","04/27/17","04/27/17","R","08:30AM","11:00AM","",13,"","undergraduate day","","","2","3013"
"Spring 2017 - Day","EDU-470-05","ED-43","Practicum in Teaching", 4.0,"IDI","HIP 205","01/09/17","04/25/17","TF","09:00AM","10:50AM","Ms. Margaret Bucher",16,"","undergraduate day","","","1","3013"
"Spring 2017 - Day","EDU-470-05","ED-43","Practicum in Teaching", 4.0,"EXAM","HIP 205","04/27/17","04/27/17","R","08:30AM","11:00AM","",16,"","undergraduate day","","","2","3013"
"Spring 2017 - Day","EDU-470-06","ED-43","Practicum in Teaching", 4.0,"","","","","","","","Dr. George Lipscomb",15,"","undergraduate day","","",1
"Spring 2017 - Day","EDU-472-01","ED-56","Practicum: Secondary Teaching", 4.0,"IDI","HIP 205","01/09/17","04/25/17","R","09:00AM","10:50AM","Dr. Paul Thomas",11,"","undergraduate day","","","1","3014"
"Spring 2017 - Day","EDU-472-01","ED-56","Practicum: Secondary Teaching", 4.0,"ADD","HIP 205","01/09/17","04/25/17","F","11:30AM","01:20PM","",11,"","undergraduate day","","","2","3014"
"Spring 2017 - Day","EDU-472-01","ED-56","Practicum: Secondary Teaching", 4.0,"EXAM","HIP 205","04/27/17","04/27/17","R","08:30AM","11:00AM","",11,"","undergraduate day","","","3","3014"
"Spring 2017 - Day","EDU-472-02","ED-56","Practicum: Secondary Teaching", 4.0,"IDI","HIP 205","01/09/17","04/25/17","R","09:00AM","10:50AM","Dr. Michael Svec",12,"","undergraduate day","","","1","3014"
"Spring 2017 - Day","EDU-472-02","ED-56","Practicum: Secondary Teaching", 4.0,"ADD","HIP 205","01/09/17","04/25/17","F","11:30AM","01:20PM","",12,"","undergraduate day","","","2","3014"
"Spring 2017 - Day","EDU-472-02","ED-56","Practicum: Secondary Teaching", 4.0,"EXAM","HIP 205","04/27/17","04/27/17","R","08:30AM","11:00AM","",12,"","undergraduate day","","","3","3014"
"Spring 2017 - Day","EDU-472-03","ED-56","Practicum: Secondary Teaching", 4.0,"IDI","HIP 205","01/09/17","04/25/17","R","09:00AM","10:50AM","Dr. George Lipscomb",12,"","undergraduate day","","","1","3014"
"Spring 2017 - Day","EDU-472-03","ED-56","Practicum: Secondary Teaching", 4.0,"ADD","HIP 205","01/09/17","04/25/17","F","11:30AM","01:20PM","",12,"","undergraduate day","","","2","3014"
